year,state,quarter,gennme,prodnme,suppression,totalRX
2019,OH,2,Hydrochlorothiazide/Propranolol Hydrochloride,PROPRANOLOL/HCTZ,T,0
2019,OH,2,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,F,129
2019,OH,2,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,OH,2,Hydrochlorothiazide/Spironolactone,ALDACTAZIDE,T,0
2019,OH,2,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,F,680
2019,OH,2,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,OH,2,Hydrochlorothiazide/Telmisartan,MICARDIS HCT,T,0
2019,OH,2,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,F,151
2019,OH,2,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,OH,2,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,12728
2019,OH,2,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,OH,2,Hydrochlorothiazide/Valsartan,DIOVAN HCT,T,0
2019,OH,2,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,1802
2019,OH,2,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,OH,2,Indapamide,INDAPAMIDE,F,576
2019,OH,2,Indapamide,INDAPAMIDE,T,0
2019,OH,2,Irbesartan,IRBESARTAN,F,1520
2019,OH,2,Irbesartan,IRBESARTAN,T,0
2019,OH,2,Irbesartan,IRBESARTAN AVPAK,T,0
2019,OH,2,Isradipine,ISRADIPINE,T,0
2019,OH,2,Isradipine,ISRADIPINE AVPAK,T,0
2019,OH,2,Labetalol Hydrochloride,LABETALOL HCL,F,7317
2019,OH,2,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,OH,2,Lisinopril,LISINOPRIL,F,189610
2019,OH,2,Lisinopril,LISINOPRIL,T,0
2019,OH,2,Lisinopril,QBRELIS,F,51
2019,OH,2,Lisinopril,QBRELIS,T,0
2019,OH,2,Lisinopril,ZESTRIL,T,0
2019,OH,2,Losartan Potassium,COZAAR,T,0
2019,OH,2,Losartan Potassium,LOSARTAN POTASSIUM,F,65255
2019,OH,2,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,OH,2,Losartan Potassium,LOSARTAN POTASSIUM AVPAK,T,0
2019,OH,2,Macitentan,OPSUMIT,F,172
2019,OH,2,Methyldopa,METHYLDOPA,F,149
2019,OH,2,Methyldopa,METHYLDOPA,T,0
2019,OH,2,Metolazone,METOLAZONE,F,1756
2019,OH,2,Metolazone,METOLAZONE,T,0
2019,OH,2,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,OH,2,Metoprolol Succinate,METOPROLOL SUCCINATE,F,69369
2019,OH,2,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,OH,2,Metoprolol Succinate,TOPROL XL,F,29
2019,OH,2,Metoprolol Succinate,TOPROL XL,T,0
2019,OH,2,Metoprolol Tartrate,METOPROLOL TARTRATE,F,71997
2019,OH,2,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,OH,2,Metyrosine,DEMSER,T,0
2019,OH,2,Minoxidil,MINOXIDIL,F,503
2019,OH,2,Minoxidil,MINOXIDIL,T,0
2019,OH,2,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE,T,0
2019,OH,2,Nadolol,CORGARD,T,0
2019,OH,2,Nadolol,NADOLOL,F,3070
2019,OH,2,Nadolol,NADOLOL,T,0
2019,OH,2,Nebivolol Hydrochloride,BYSTOLIC,F,1287
2019,OH,2,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,OH,2,Nicardipine Hydrochloride,NICARDIPINE HCL,T,0
2019,OH,2,Nifedipine,NIFEDIPINE,F,10198
2019,OH,2,Nifedipine,NIFEDIPINE,T,0
2019,OH,2,Nifedipine,PROCARDIA,T,0
2019,OH,2,Nimodipine,NIMODIPINE,T,0
2019,OH,2,Nisoldipine,NISOLDIPINE,T,0
2019,OH,2,Perindopril Erbumine,PERINDOPRIL ERBUMINE,T,0
2019,OH,2,Pindolol,PINDOLOL,F,19
2019,OH,2,Pindolol,PINDOLOL,T,0
2019,OH,2,Prazosin Hydrochloride,MINIPRESS,T,0
2019,OH,2,Prazosin Hydrochloride,PRAZOSIN HCL,F,22567
2019,OH,2,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,OH,2,Propranolol Hydrochloride,HEMANGEOL,F,23
2019,OH,2,Propranolol Hydrochloride,INDERAL LA,T,0
2019,OH,2,Propranolol Hydrochloride,INDERAL XL,T,0
2019,OH,2,Propranolol Hydrochloride,INNOPRAN XL,T,0
2019,OH,2,Propranolol Hydrochloride,PROPRANOLOL HCL,F,30369
2019,OH,2,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,OH,2,Propranolol Hydrochloride,PROPRANOLOL HCL AVPAK,T,0
2019,OH,2,Quinapril Hydrochloride,QUINAPRIL,F,720
2019,OH,2,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,OH,2,Ramipril,ALTACE,T,0
2019,OH,2,Ramipril,RAMIPRIL,F,1515
2019,OH,2,Ramipril,RAMIPRIL,T,0
2019,OH,2,Riociguat,ADEMPAS,F,42
2019,OH,2,Riociguat,ADEMPAS,T,0
2019,OH,2,Sacubitril/Valsartan,ENTRESTO,F,3176
2019,OH,2,Sacubitril/Valsartan,ENTRESTO,T,0
2019,OH,2,Sotalol Hydrochloride,BETAPACE,T,0
2019,OH,2,Sotalol Hydrochloride,SOTALOL HCL,F,1582
2019,OH,2,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,OH,2,Sotalol Hydrochloride,SOTALOL HCL AF,F,25
2019,OH,2,Sotalol Hydrochloride,SOTALOL HCL AF,T,0
2019,OH,2,Sotalol Hydrochloride,SOTYLIZE,T,0
2019,OH,2,Spironolactone,ALDACTONE,T,0
2019,OH,2,Spironolactone,CAROSPIR,F,58
2019,OH,2,Spironolactone,CAROSPIR,T,0
2019,OH,2,Spironolactone,SPIRONOLACTONE,F,32623
2019,OH,2,Spironolactone,SPIRONOLACTONE,T,0
2019,OH,2,Telmisartan,MICARDIS,T,0
2019,OH,2,Telmisartan,TELMISARTAN,F,701
2019,OH,2,Telmisartan,TELMISARTAN,T,0
2019,OH,2,Timolol Maleate,TIMOLOL MALEATE,T,0
2019,OH,2,Tolvaptan,SAMSCA,F,19
2019,OH,2,Tolvaptan,SAMSCA,T,0
2019,OH,2,Tolvaptan;Tolvaptan,JYNARQUE 45/15,F,36
2019,OH,2,Tolvaptan;Tolvaptan,JYNARQUE 45/15,T,0
2019,OH,2,Tolvaptan;Tolvaptan,JYNARQUE 60/30,T,0
2019,OH,2,Tolvaptan;Tolvaptan,JYNARQUE 90/30,T,0
2019,OH,2,Torsemide,DEMADEX,T,0
2019,OH,2,Torsemide,TORSEMIDE,F,5635
2019,OH,2,Torsemide,TORSEMIDE,T,0
2019,OH,2,Torsemide,TORSEMIDE AVPAK,T,0
2019,OH,2,Trandolapril,TRANDOLAPRIL,F,12
2019,OH,2,Trandolapril,TRANDOLAPRIL,T,0
2019,OH,2,Trandolapril/Verapamil Hydrochloride,TRANDOLAPRIL/VERAPAMIL HCL,T,0
2019,OH,2,Valsartan,DIOVAN,F,15
2019,OH,2,Valsartan,DIOVAN,T,0
2019,OH,2,Valsartan,VALSARTAN,F,2843
2019,OH,2,Valsartan,VALSARTAN,T,0
2019,OH,2,Verapamil Hydrochloride,VERAPAMIL HCL,F,6723
2019,OH,2,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,OH,3,Acebutolol Hydrochloride,ACEBUTOLOL HCL,F,132
2019,OH,3,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,OH,3,Aliskiren,ALISKIREN,F,13
2019,OH,3,Aliskiren,ALISKIREN,T,0
2019,OH,3,Aliskiren,TEKTURNA,T,0
2019,OH,3,Aliskiren/Hydrochlorothiazide,TEKTURNA HCT,T,0
2019,OH,3,Ambrisentan,AMBRISENTAN,F,92
2019,OH,3,Ambrisentan,AMBRISENTAN,T,0
2019,OH,3,Ambrisentan,LETAIRIS,F,33
2019,OH,3,Ambrisentan,LETAIRIS,T,0
2019,OH,3,Amiloride Hydrochloride,AMILORIDE HCL,F,390
2019,OH,3,Amiloride Hydrochloride,AMILORIDE HCL,T,0
2019,OH,3,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,F,55
2019,OH,3,Amiloride Hydrochloride/Hydrochlorothiazide,AMILORIDE HCL/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Amlodipine,KATERZIA,T,0
2019,OH,3,Amlodipine Besylate,AMLODIPINE BESYLATE,F,143258
2019,OH,3,Amlodipine Besylate,AMLODIPINE BESYLATE,T,0
2019,OH,3,Amlodipine Besylate,AMLODIPINE BESYLATE AVPAK,T,0
2019,OH,3,Amlodipine Besylate,NORVASC,F,87
2019,OH,3,Amlodipine Besylate,NORVASC,T,0
2019,OH,3,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,F,3765
2019,OH,3,Amlodipine Besylate/Benazepril Hydrochloride,AMLODIPINE BESYLATE-BENAZEPRIL HCL,T,0
2019,OH,3,Amlodipine Besylate/Benazepril Hydrochloride,LOTREL,T,0
2019,OH,3,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,F,69
2019,OH,3,Amlodipine Besylate/HCTZ/Olmesartan Medoxomil,AMLODIPINE BESYLATE-HCTZ-OLMESARTAN MEDOXOMIL,T,0
2019,OH,3,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,F,57
2019,OH,3,Amlodipine Besylate/Hydrochlorothiazide/Valsartan,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,F,20
2019,OH,3,Amlodipine Besylate/Olmesartan Medoxomil,AMLODIPINE BESYLATE-OLMESARTAN MEDOXOMIL,T,0
2019,OH,3,Amlodipine Besylate/Olmesartan Medoxomil,AZOR,T,0
2019,OH,3,Amlodipine Besylate/Telmisartan,TELMISARTAN-AMLODIPINE BESYLATE,T,0
2019,OH,3,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,F,142
2019,OH,3,Amlodipine Besylate/Valsartan,AMLODIPINE BESYLATE-VALSARTAN,T,0
2019,OH,3,Amlodipine Besylate/Valsartan,EXFORGE,T,0
2019,OH,3,Atenolol,ATENOLOL,F,23686
2019,OH,3,Atenolol,ATENOLOL,T,0
2019,OH,3,Atenolol,TENORMIN,T,0
2019,OH,3,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,F,1687
2019,OH,3,Atenolol/Chlorthalidone,ATENOLOL-CHLORTHALIDONE,T,0
2019,OH,3,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,F,54
2019,OH,3,Azilsartan Medoxomil/Chlorthalidone,EDARBYCLOR,T,0
2019,OH,3,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,F,2428
2019,OH,3,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,T,0
2019,OH,3,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,F,392
2019,OH,3,Benazepril Hydrochloride/Hydrochlorothiazide,BENAZEPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Bendroflumethiazide/Nadolol,NADOLOL-BENDROFLUMETHIAZIDE,T,0
2019,OH,3,Betaxolol Hydrochloride,BETAXOLOL,F,22
2019,OH,3,Betaxolol Hydrochloride,BETAXOLOL,T,0
2019,OH,3,Bisoprolol Fumarate,BISOPROLOL FUMARATE,F,1249
2019,OH,3,Bisoprolol Fumarate,BISOPROLOL FUMARATE,T,0
2019,OH,3,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,F,2040
2019,OH,3,Bisoprolol Fumarate/Hydrochlorothiazide,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Bosentan,BOSENTAN,T,0
2019,OH,3,Bosentan,TRACLEER,T,0
2019,OH,3,Bumetanide,BUMETANIDE,F,4426
2019,OH,3,Bumetanide,BUMETANIDE,T,0
2019,OH,3,Candesartan Cilexetil,CANDESARTAN CILEXETIL,F,634
2019,OH,3,Candesartan Cilexetil,CANDESARTAN CILEXETIL,T,0
2019,OH,3,Candesartan Cilexetil/Hydrochlorothiazide,ATACAND HCT,T,0
2019,OH,3,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,F,101
2019,OH,3,Candesartan Cilexetil/Hydrochlorothiazide,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Captopril,CAPTOPRIL,F,222
2019,OH,3,Captopril,CAPTOPRIL,T,0
2019,OH,3,Captopril/Hydrochlorothiazide,CAPTOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Carvedilol,CARVEDILOL,F,46784
2019,OH,3,Carvedilol,CARVEDILOL,T,0
2019,OH,3,Carvedilol,COREG,F,20
2019,OH,3,Carvedilol,COREG,T,0
2019,OH,3,Carvedilol Phosphate,CARVEDILOL,F,13
2019,OH,3,Carvedilol Phosphate,CARVEDILOL,T,0
2019,OH,3,Carvedilol Phosphate,COREG CR,T,0
2019,OH,3,Chlorothiazide,CHLOROTHIAZIDE,F,24
2019,OH,3,Chlorothiazide,CHLOROTHIAZIDE,T,0
2019,OH,3,Chlorothiazide,DIURIL,F,191
2019,OH,3,Chlorthalidone,CHLORTHALIDONE,F,10758
2019,OH,3,Chlorthalidone,CHLORTHALIDONE,T,0
2019,OH,3,Clonidine Hydrochloride,CATAPRES,T,0
2019,OH,3,Clonidine Hydrochloride,CLONIDINE HCL,F,84004
2019,OH,3,Clonidine Hydrochloride,CLONIDINE HCL,T,0
2019,OH,3,Clonidine Hydrochloride,DURACLON,T,0
2019,OH,3,Diltiazem Hydrochloride,CARDIZEM,T,0
2019,OH,3,Diltiazem Hydrochloride,CARDIZEM CD,T,0
2019,OH,3,Diltiazem Hydrochloride,CARDIZEM LA,F,125
2019,OH,3,Diltiazem Hydrochloride,CARDIZEM LA,T,0
2019,OH,3,Diltiazem Hydrochloride,CARTIA XT,F,3028
2019,OH,3,Diltiazem Hydrochloride,CARTIA XT,T,0
2019,OH,3,Diltiazem Hydrochloride,DILT-XR,F,905
2019,OH,3,Diltiazem Hydrochloride,DILT-XR,T,0
2019,OH,3,Diltiazem Hydrochloride,DILTIAZEM,T,0
2019,OH,3,Diltiazem Hydrochloride,DILTIAZEM HCL,F,9691
2019,OH,3,Diltiazem Hydrochloride,DILTIAZEM HCL,T,0
2019,OH,3,Diltiazem Hydrochloride,DILTIAZEM HCL CD,F,188
2019,OH,3,Diltiazem Hydrochloride,DILTIAZEM HCL CD,T,0
2019,OH,3,Diltiazem Hydrochloride,MATZIM LA,F,22
2019,OH,3,Diltiazem Hydrochloride,MATZIM LA,T,0
2019,OH,3,Diltiazem Hydrochloride,TAZTIA XT,T,0
2019,OH,3,Doxazosin Mesylate,CARDURA XL,T,0
2019,OH,3,Doxazosin Mesylate,DOXAZOSIN,F,118
2019,OH,3,Doxazosin Mesylate,DOXAZOSIN,T,0
2019,OH,3,Doxazosin Mesylate,DOXAZOSIN MESYLATE,F,3472
2019,OH,3,Doxazosin Mesylate,DOXAZOSIN MESYLATE,T,0
2019,OH,3,Enalapril Maleate,ENALAPRIL MALEATE,F,5032
2019,OH,3,Enalapril Maleate,ENALAPRIL MALEATE,T,0
2019,OH,3,Enalapril Maleate,EPANED,F,631
2019,OH,3,Enalapril Maleate,VASOTEC,T,0
2019,OH,3,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,F,327
2019,OH,3,Enalapril Maleate/Hydrochlorothiazide,ENALAPRIL/HCTZ,T,0
2019,OH,3,Eplerenone,EPLERENONE,F,524
2019,OH,3,Eplerenone,EPLERENONE,T,0
2019,OH,3,Felodipine,FELODIPINE,F,193
2019,OH,3,Felodipine,FELODIPINE,T,0
2019,OH,3,Fosinopril Sodium,FOSINOPRIL SODIUM,F,64
2019,OH,3,Fosinopril Sodium,FOSINOPRIL SODIUM,T,0
2019,OH,3,Fosinopril Sodium/Hydrochlorothiazide,FOSINOPRIL SODIUM-HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Furosemide,FUROSEMIDE,F,68112
2019,OH,3,Furosemide,FUROSEMIDE,T,0
2019,OH,3,Furosemide,FUROSEMIDE NOVAPLUS,F,621
2019,OH,3,Furosemide,FUROSEMIDE NOVAPLUS,T,0
2019,OH,3,Furosemide,LASIX,T,0
2019,OH,3,Furosemide,PREMIERPRO RX FUROSEMIDE,F,277
2019,OH,3,Furosemide,PREMIERPRO RX FUROSEMIDE,T,0
2019,OH,3,Guanfacine Hydrochloride,GUANFACINE HCL,F,45957
2019,OH,3,Guanfacine Hydrochloride,GUANFACINE HCL,T,0
2019,OH,3,Guanfacine Hydrochloride,INTUNIV,F,192
2019,OH,3,Guanfacine Hydrochloride,INTUNIV,T,0
2019,OH,3,Hydralazine Hydrochloride,HYDRALAZINE HCL,F,13750
2019,OH,3,Hydralazine Hydrochloride,HYDRALAZINE HCL,T,0
2019,OH,3,Hydralazine Hydrochloride/Isosorbide Dinitrate,BIDIL,F,16
2019,OH,3,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,F,85069
2019,OH,3,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Irbesartan,AVALIDE,T,0
2019,OH,3,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,F,447
2019,OH,3,Hydrochlorothiazide/Irbesartan,IRBESARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,F,43537
2019,OH,3,Hydrochlorothiazide/Lisinopril,LISINOPRIL/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Losartan Potassium,HYZAAR,T,0
2019,OH,3,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,F,18770
2019,OH,3,Hydrochlorothiazide/Losartan Potassium,LOSARTAN POTASSIUM-HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Methyldopa,METHYLDOPA/HCTZ,T,0
2019,OH,3,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,F,295
2019,OH,3,Hydrochlorothiazide/Metoprolol Tartrate,METOPROLOL TARTRATE/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Propranolol Hydrochloride,PROPRANOLOL/HCTZ,T,0
2019,OH,3,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,F,152
2019,OH,3,Hydrochlorothiazide/Quinapril Hydrochloride,QUINAPRIL HCL/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Spironolactone,ALDACTAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,F,691
2019,OH,3,Hydrochlorothiazide/Spironolactone,SPIRONOLACTONE-HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Telmisartan,MICARDIS HCT,T,0
2019,OH,3,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,F,162
2019,OH,3,Hydrochlorothiazide/Telmisartan,TELMISARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,F,12465
2019,OH,3,Hydrochlorothiazide/Triamterene,TRIAMTERENE/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Hydrochlorothiazide/Valsartan,DIOVAN HCT,T,0
2019,OH,3,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,F,1938
2019,OH,3,Hydrochlorothiazide/Valsartan,VALSARTAN/HYDROCHLOROTHIAZIDE,T,0
2019,OH,3,Indapamide,INDAPAMIDE,F,525
2019,OH,3,Indapamide,INDAPAMIDE,T,0
2019,OH,3,Irbesartan,IRBESARTAN,F,1580
2019,OH,3,Irbesartan,IRBESARTAN,T,0
2019,OH,3,Irbesartan,IRBESARTAN AVPAK,T,0
2019,OH,3,Isradipine,ISRADIPINE,T,0
2019,OH,3,Labetalol Hydrochloride,LABETALOL HCL,F,7139
2019,OH,3,Labetalol Hydrochloride,LABETALOL HCL,T,0
2019,OH,3,Lisinopril,LISINOPRIL,F,184140
2019,OH,3,Lisinopril,LISINOPRIL,T,0
2019,OH,3,Lisinopril,QBRELIS,F,39
2019,OH,3,Lisinopril,QBRELIS,T,0
2019,OH,3,Lisinopril,ZESTRIL,T,0
2019,OH,3,Losartan Potassium,COZAAR,T,0
2019,OH,3,Losartan Potassium,LOSARTAN POTASSIUM,F,65278
2019,OH,3,Losartan Potassium,LOSARTAN POTASSIUM,T,0
2019,OH,3,Macitentan,OPSUMIT,F,184
2019,OH,3,Methyldopa,METHYLDOPA,F,177
2019,OH,3,Methyldopa,METHYLDOPA,T,0
2019,OH,3,Metolazone,METOLAZONE,F,1805
2019,OH,3,Metolazone,METOLAZONE,T,0
2019,OH,3,Metoprolol Succinate,KAPSPARGO SPRINKLE,F,19
2019,OH,3,Metoprolol Succinate,KAPSPARGO SPRINKLE,T,0
2019,OH,3,Metoprolol Succinate,METOPROLOL SUCCINATE,F,69632
2019,OH,3,Metoprolol Succinate,METOPROLOL SUCCINATE,T,0
2019,OH,3,Metoprolol Succinate,TOPROL XL,F,41
2019,OH,3,Metoprolol Succinate,TOPROL XL,T,0
2019,OH,3,Metoprolol Tartrate,METOPROLOL TARTRATE,F,69775
2019,OH,3,Metoprolol Tartrate,METOPROLOL TARTRATE,T,0
2019,OH,3,Metyrosine,DEMSER,T,0
2019,OH,3,Minoxidil,MINOXIDIL,F,487
2019,OH,3,Minoxidil,MINOXIDIL,T,0
2019,OH,3,Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE,T,0
2019,OH,3,Nadolol,CORGARD,T,0
2019,OH,3,Nadolol,NADOLOL,F,2984
2019,OH,3,Nadolol,NADOLOL,T,0
2019,OH,3,Nebivolol Hydrochloride,BYSTOLIC,F,1225
2019,OH,3,Nebivolol Hydrochloride,BYSTOLIC,T,0
2019,OH,3,Nicardipine Hydrochloride,NICARDIPINE HCL,F,15
2019,OH,3,Nicardipine Hydrochloride,NICARDIPINE HCL,T,0
2019,OH,3,Nifedipine,NIFEDIPINE,F,10171
2019,OH,3,Nifedipine,NIFEDIPINE,T,0
2019,OH,3,Nimodipine,NIMODIPINE,T,0
2019,OH,3,Nisoldipine,NISOLDIPINE,T,0
2019,OH,3,Perindopril Erbumine,PERINDOPRIL ERBUMINE,T,0
2019,OH,3,Pindolol,PINDOLOL,F,26
2019,OH,3,Pindolol,PINDOLOL,T,0
2019,OH,3,Prazosin Hydrochloride,MINIPRESS,T,0
2019,OH,3,Prazosin Hydrochloride,PRAZOSIN HCL,F,23367
2019,OH,3,Prazosin Hydrochloride,PRAZOSIN HCL,T,0
2019,OH,3,Propranolol Hydrochloride,HEMANGEOL,F,16
2019,OH,3,Propranolol Hydrochloride,INDERAL LA,T,0
2019,OH,3,Propranolol Hydrochloride,INDERAL XL,T,0
2019,OH,3,Propranolol Hydrochloride,INNOPRAN XL,T,0
2019,OH,3,Propranolol Hydrochloride,PROPRANOLOL HCL,F,31155
2019,OH,3,Propranolol Hydrochloride,PROPRANOLOL HCL,T,0
2019,OH,3,Propranolol Hydrochloride,PROPRANOLOL HCL AVPAK,T,0
2019,OH,3,Quinapril Hydrochloride,QUINAPRIL,F,634
2019,OH,3,Quinapril Hydrochloride,QUINAPRIL,T,0
2019,OH,3,Ramipril,ALTACE,T,0
2019,OH,3,Ramipril,RAMIPRIL,F,1471
2019,OH,3,Ramipril,RAMIPRIL,T,0
2019,OH,3,Riociguat,ADEMPAS,F,45
2019,OH,3,Riociguat,ADEMPAS,T,0
2019,OH,3,Sacubitril/Valsartan,ENTRESTO,F,3464
2019,OH,3,Sacubitril/Valsartan,ENTRESTO,T,0
2019,OH,3,Sotalol Hydrochloride,BETAPACE,T,0
2019,OH,3,Sotalol Hydrochloride,SOTALOL HCL,F,1619
2019,OH,3,Sotalol Hydrochloride,SOTALOL HCL,T,0
2019,OH,3,Sotalol Hydrochloride,SOTALOL HCL AF,F,53
2019,OH,3,Sotalol Hydrochloride,SOTALOL HCL AF,T,0
2019,OH,3,Sotalol Hydrochloride,SOTYLIZE,T,0
2019,OH,3,Spironolactone,ALDACTONE,T,0
2019,OH,3,Spironolactone,CAROSPIR,F,76
2019,OH,3,Spironolactone,CAROSPIR,T,0
2019,OH,3,Spironolactone,SPIRONOLACTONE,F,33025
2019,OH,3,Spironolactone,SPIRONOLACTONE,T,0
2019,OH,3,Telmisartan,MICARDIS,T,0
2019,OH,3,Telmisartan,TELMISARTAN,F,755
2019,OH,3,Telmisartan,TELMISARTAN,T,0
2019,OH,3,Timolol Maleate,TIMOLOL MALEATE,T,0
2019,OH,3,Tolvaptan,SAMSCA,F,17
2019,OH,3,Tolvaptan,SAMSCA,T,0
2019,OH,3,Tolvaptan;Tolvaptan,JYNARQUE 45/15,F,51
2019,OH,3,Tolvaptan;Tolvaptan,JYNARQUE 60/30,T,0
2019,OH,3,Tolvaptan;Tolvaptan,JYNARQUE 90/30,T,0
2019,OH,3,Torsemide,TORSEMIDE,F,5887
2019,OH,3,Torsemide,TORSEMIDE,T,0
2019,OH,3,Torsemide,TORSEMIDE AVPAK,F,14
2019,OH,3,Torsemide,TORSEMIDE AVPAK,T,0
2019,OH,3,Trandolapril,TRANDOLAPRIL,T,0
2019,OH,3,Trandolapril/Verapamil Hydrochloride,TRANDOLAPRIL/VERAPAMIL HCL,T,0
2019,OH,3,Triamterene,TRIAMTERENE,T,0
2019,OH,3,Valsartan,DIOVAN,T,0
2019,OH,3,Valsartan,VALSARTAN,F,3213
2019,OH,3,Valsartan,VALSARTAN,T,0
2019,OH,3,Verapamil Hydrochloride,VERAPAMIL HCL,F,6527
2019,OH,3,Verapamil Hydrochloride,VERAPAMIL HCL,T,0
2019,OH,4,Acebutolol Hydrochloride,ACEBUTOLOL HCL,F,114
2019,OH,4,Acebutolol Hydrochloride,ACEBUTOLOL HCL,T,0
2019,OH,4,Aliskiren,ALISKIREN,F,30
2019,OH,4,Aliskiren,ALISKIREN,T,0
2019,OH,4,Aliskiren,TEKTURNA,T,0
2019,OH,4,Aliskiren/Hydrochlorothiazide,TEKTURNA HCT,T,0
2019,OH,4,Ambrisentan,AMBRISENTAN,F,106
